Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
T38566,3612,1474.36,Online Purchase,4.0,Tablet,Houston,3,27,5,Invalid Method,0
T38567,4358,4526.9,Bill Payment,23.0,Tablet,Chicago,4,59,6,,0
T38568,3055,4987.16,Online Purchase,17.0,Tablet,New York,2,46,2,Debit Card,0
T38569,1071,3989.37,Bank Transfer,17.0,Desktop,Boston,1,45,1,Credit Card,0
T38570,3939,1954.17,POS Payment,22.0,Tablet,Los Angeles,4,80,1,Credit Card,0
T38571,3145,3044.67,ATM Withdrawal,17.0,Mobile,Miami,0,53,5,Net Banking,0
T38572,3134,1824.11,Online Purchase,20.0,Mobile,Los Angeles,1,95,8,,0
T38573,2865,4979.83,POS Payment,14.0,Desktop,Los Angeles,4,21,5,Net Banking,0
T38574,1100,343.93,Online Purchase,,Mobile,Los Angeles,2,88,10,Debit Card,0
T38575,1280,4465.94,POS Payment,13.0,Tablet,Boston,1,54,11,Debit Card,0
T38576,1882,377.37,Bank Transfer,13.0,Mobile,Los Angeles,1,73,12,Debit Card,0
T38577,2312,215.78,ATM Withdrawal,17.0,Desktop,,4,7,13,Debit Card,0
T38578,3796,4700.0,Online Purchase,10.0,Desktop,Miami,1,18,4,Credit Card,0
T38579,3243,4337.07,Bill Payment,10.0,Tablet,New York,0,26,7,UPI,0
T38580,3438,,Bill Payment,23.0,Desktop,Boston,3,61,6,Debit Card,0
T38581,1608,4787.87,Online Purchase,21.0,Tablet,Seattle,0,46,13,UPI,0
T38582,1449,4309.98,POS Payment,14.0,Tablet,,2,98,8,Invalid Method,0
T38583,4439,4510.4,POS Payment,7.0,Tablet,New York,3,114,2,Credit Card,0
T38584,4501,2977.6,Online Purchase,4.0,Desktop,Los Angeles,1,31,5,UPI,0
T38585,4167,4791.85,POS Payment,4.0,,Los Angeles,4,115,4,UPI,0
T38586,2284,4048.86,Online Purchase,18.0,Mobile,New York,2,97,8,Net Banking,0
T38587,2535,4700.06,Bank Transfer,4.0,Unknown Device,Houston,2,109,4,UPI,0
T38588,1120,1411.15,ATM Withdrawal,4.0,Tablet,Miami,4,59,8,Net Banking,0
T38589,4437,2662.83,POS Payment,,,Houston,3,91,9,Debit Card,0
T38590,4856,4338.98,ATM Withdrawal,15.0,Mobile,Los Angeles,2,15,7,UPI,0
T38591,3379,2900.75,Bank Transfer,0.0,Mobile,Miami,1,66,11,Debit Card,0
T38592,2075,4006.49,Bill Payment,12.0,Desktop,Los Angeles,3,64,13,UPI,0
T38593,4467,4865.62,Bank Transfer,1.0,Unknown Device,San Francisco,3,72,5,Credit Card,0
T38594,1317,4023.79,Bank Transfer,11.0,Desktop,Houston,4,7,3,Debit Card,0
T38595,3722,1580.22,POS Payment,6.0,Mobile,New York,3,11,1,Net Banking,0
T38596,1701,597.9,Bill Payment,5.0,Tablet,Seattle,1,65,10,Debit Card,0
T38597,4348,1367.37,ATM Withdrawal,6.0,Desktop,Houston,3,108,4,,0
T38598,4668,3315.64,Bill Payment,8.0,Desktop,Los Angeles,1,9,9,Net Banking,0
T38599,4265,59.67,Bank Transfer,19.0,Tablet,Miami,2,20,9,Net Banking,0
T38600,3740,952.65,Bill Payment,12.0,Tablet,Houston,0,52,4,Debit Card,0
T38601,2016,1637.88,POS Payment,20.0,Tablet,Boston,4,14,2,UPI,0
T38602,1020,4376.75,POS Payment,22.0,Mobile,Seattle,0,8,12,Net Banking,0
T38603,3446,259.77,Bank Transfer,11.0,Mobile,Houston,2,52,5,Debit Card,0
T38604,2738,254.43,Online Purchase,7.0,,Los Angeles,3,61,8,UPI,0
T38605,3249,2761.15,Bill Payment,14.0,Unknown Device,Seattle,4,12,9,Debit Card,0
T38606,3513,892.94,ATM Withdrawal,21.0,Desktop,Seattle,2,90,1,Net Banking,0
T38607,4222,1214.86,Bank Transfer,9.0,Desktop,Seattle,0,100,12,UPI,0
T38608,1895,925.26,Online Purchase,8.0,Desktop,Houston,1,112,3,Debit Card,0
T38609,2182,2910.13,Bill Payment,3.0,Desktop,Boston,0,24,5,Credit Card,0
T38610,3357,282.46,Online Purchase,6.0,Tablet,San Francisco,3,71,4,UPI,0
T38611,3551,4700.3,Bank Transfer,6.0,,Boston,4,7,14,Net Banking,0
T38612,3073,,Bill Payment,23.0,Desktop,,4,46,12,,0
T38613,4892,4758.22,Online Purchase,4.0,,Houston,2,44,11,Net Banking,0
T38614,1065,3891.75,Online Purchase,17.0,Desktop,Miami,2,21,2,Net Banking,0
T38615,1262,4140.94,POS Payment,12.0,Tablet,Chicago,4,74,4,Credit Card,0
T38616,1471,868.18,Bank Transfer,19.0,Desktop,New York,4,110,7,UPI,0
T38617,3214,3349.89,ATM Withdrawal,13.0,Desktop,New York,0,8,14,Credit Card,0
T38618,3847,4086.28,Bank Transfer,14.0,Mobile,Chicago,1,44,1,Net Banking,0
T38619,4225,,Bank Transfer,2.0,Tablet,Seattle,3,92,7,Debit Card,0
T38620,1342,2757.62,POS Payment,12.0,,Miami,3,85,10,Debit Card,0
T38621,1717,801.27,ATM Withdrawal,16.0,Desktop,Chicago,2,99,14,UPI,0
T38622,3460,2074.09,POS Payment,18.0,Tablet,Seattle,4,111,5,Net Banking,1
T38623,4736,756.95,Bank Transfer,7.0,Mobile,Los Angeles,0,60,14,Net Banking,0
T38624,4255,4864.42,Online Purchase,10.0,Tablet,New York,2,46,11,Credit Card,0
T38625,2694,3425.83,Online Purchase,12.0,Mobile,Chicago,4,31,7,Net Banking,0
T38626,4265,246.87,Bank Transfer,3.0,Tablet,Seattle,1,16,13,,0
T38627,4073,2386.46,Bill Payment,0.0,Tablet,New York,0,10,12,Credit Card,1
T38628,2238,3191.63,Bank Transfer,1.0,Mobile,Seattle,0,3,12,Net Banking,0
T38629,3734,482.72,Bank Transfer,14.0,,Houston,0,65,12,Debit Card,0
T38630,4658,3326.62,Bill Payment,19.0,Tablet,Houston,4,70,2,Credit Card,0
T38631,3844,890.64,Bill Payment,22.0,Tablet,Chicago,1,61,6,Invalid Method,0
T38632,4710,2042.36,POS Payment,10.0,Tablet,Seattle,1,23,14,Net Banking,0
T38633,3025,3129.64,Online Purchase,22.0,Mobile,Chicago,1,104,14,Debit Card,0
T38634,3530,1828.45,Bill Payment,,Desktop,New York,2,70,14,UPI,0
T38635,4632,1907.52,Bank Transfer,3.0,,,0,94,7,Debit Card,0
T38636,2055,4218.86,ATM Withdrawal,2.0,Mobile,Los Angeles,4,110,2,Debit Card,0
T38637,4741,1549.78,ATM Withdrawal,2.0,Desktop,New York,2,34,12,Debit Card,0
T38638,1014,3277.7,POS Payment,0.0,Mobile,Chicago,0,23,2,Debit Card,0
T38639,4389,4246.52,ATM Withdrawal,4.0,Desktop,Seattle,3,97,1,Debit Card,0
T38640,2869,767.48,Online Purchase,4.0,Tablet,Boston,3,27,14,Credit Card,0
T38641,4314,234.41,Bank Transfer,22.0,Mobile,Chicago,0,7,3,Debit Card,0
T38642,1016,4128.54,ATM Withdrawal,2.0,Tablet,Houston,3,4,9,Credit Card,0
T38643,3581,2757.9,Online Purchase,4.0,Desktop,,1,1,2,,0
T38644,2779,4139.37,ATM Withdrawal,12.0,Tablet,Los Angeles,2,73,5,Debit Card,0
T38645,2949,1069.11,Bank Transfer,8.0,Tablet,Miami,1,81,10,Credit Card,0
T38646,1080,4164.0,POS Payment,4.0,Desktop,Chicago,2,82,4,Net Banking,0
T38647,3703,481.08,Online Purchase,,Tablet,Chicago,4,25,11,Net Banking,0
T38648,3483,4416.6,Bill Payment,15.0,Desktop,San Francisco,4,75,7,Credit Card,0
T38649,4079,4113.56,Bill Payment,19.0,Tablet,Los Angeles,0,91,3,Credit Card,0
T38650,2018,2838.84,ATM Withdrawal,22.0,Tablet,Seattle,1,102,13,,0
T38651,3726,3043.66,Bill Payment,11.0,Tablet,San Francisco,0,2,12,,0
T38652,4358,1732.49,Online Purchase,20.0,Tablet,Seattle,3,15,5,Net Banking,0
T38653,1779,1012.07,Bill Payment,3.0,Desktop,Chicago,3,109,10,Credit Card,1
T38654,2824,2279.91,Online Purchase,15.0,Tablet,Houston,2,98,4,UPI,0
T38655,3233,3288.97,Bill Payment,23.0,Mobile,Miami,1,63,2,UPI,1
T38656,4595,4992.33,POS Payment,19.0,Desktop,San Francisco,1,10,4,Debit Card,0
T38657,4864,4087.18,ATM Withdrawal,,Mobile,Los Angeles,2,28,7,Net Banking,0
T38658,3469,2174.37,Online Purchase,8.0,Tablet,Boston,3,10,4,UPI,0
T38659,4887,3717.52,POS Payment,,Desktop,Seattle,0,32,13,Credit Card,0
T38660,3513,,ATM Withdrawal,13.0,Mobile,Los Angeles,1,11,3,Net Banking,0
T38661,3130,2078.11,POS Payment,20.0,Mobile,San Francisco,2,54,9,UPI,0
T38662,3614,2127.5,Bill Payment,23.0,Tablet,New York,4,15,14,,0
T38663,3690,4994.12,Online Purchase,16.0,Tablet,New York,2,107,5,Net Banking,0
T38664,4708,1958.12,Bank Transfer,12.0,Desktop,New York,3,38,7,Debit Card,0
T38665,4554,420.99,POS Payment,14.0,Mobile,New York,2,33,3,Debit Card,0
T38666,1324,340.8,Bank Transfer,22.0,Desktop,Boston,3,10,4,Credit Card,0
T38667,4490,3493.43,Online Purchase,9.0,Desktop,Seattle,0,35,3,Credit Card,0
T38668,3098,1449.02,Bill Payment,6.0,Desktop,Seattle,1,33,6,UPI,0
T38669,2050,4345.22,Bill Payment,14.0,Mobile,Boston,2,97,10,UPI,1
T38670,1676,2417.32,Bank Transfer,,Desktop,Seattle,4,36,5,Credit Card,0
T38671,3029,1655.21,ATM Withdrawal,2.0,Mobile,Miami,2,36,6,,0
T38672,4028,3796.78,Bank Transfer,18.0,Desktop,Chicago,2,114,8,Net Banking,0
T38673,4983,2090.57,Bank Transfer,,Desktop,Houston,0,32,7,Net Banking,0
T38674,3011,3688.23,Bank Transfer,20.0,Tablet,Seattle,1,110,9,Credit Card,0
T38675,1792,3571.89,Bank Transfer,11.0,Mobile,Houston,1,96,10,,0
T38676,4616,3617.44,Online Purchase,23.0,Desktop,Boston,0,107,13,Debit Card,0
T38677,4133,4286.32,Online Purchase,2.0,Desktop,New York,3,31,1,Debit Card,0
T38678,3704,4242.75,Bank Transfer,9.0,Tablet,Boston,4,20,5,Net Banking,0
T38679,2194,3324.72,Bank Transfer,,,Houston,4,58,5,UPI,0
T38680,4357,4785.02,Bill Payment,1.0,Mobile,Miami,2,101,7,Debit Card,0
T38681,4880,108.53,POS Payment,6.0,Desktop,San Francisco,0,82,13,Credit Card,0
T38682,3164,4652.46,Online Purchase,12.0,Tablet,Houston,2,29,5,Credit Card,0
T38683,4075,745.53,ATM Withdrawal,12.0,Desktop,New York,3,34,8,UPI,0
T38684,4137,1062.16,ATM Withdrawal,15.0,Tablet,Chicago,0,106,6,Debit Card,0
T38685,4131,4087.91,ATM Withdrawal,2.0,Mobile,New York,4,81,6,Debit Card,0
T38686,1904,2005.18,POS Payment,16.0,Tablet,San Francisco,1,89,14,Debit Card,0
T38687,1501,2129.43,Bill Payment,13.0,Desktop,Chicago,0,38,13,UPI,0
T38688,1798,1309.83,POS Payment,17.0,Mobile,New York,1,54,8,UPI,0
T38689,3904,1126.08,Bank Transfer,13.0,Mobile,Houston,3,100,3,UPI,0
T38690,4300,535.67,Bill Payment,0.0,Tablet,San Francisco,4,15,2,UPI,0
T38691,2123,987.87,Bill Payment,10.0,Tablet,Boston,2,30,6,,0
T38692,2142,2835.9,Bank Transfer,9.0,Mobile,San Francisco,2,2,3,Debit Card,0
T38693,3116,3534.51,ATM Withdrawal,7.0,Tablet,San Francisco,3,74,6,Net Banking,1
T38694,3711,3695.5,ATM Withdrawal,13.0,Mobile,New York,0,7,1,UPI,0
T38695,3839,1853.77,Online Purchase,5.0,Mobile,San Francisco,2,2,10,UPI,0
T38696,1220,4610.16,ATM Withdrawal,0.0,Desktop,Chicago,2,51,12,,0
T38697,4057,1647.0,POS Payment,18.0,Desktop,Chicago,0,11,5,Credit Card,0
T38698,3270,560.13,Bill Payment,7.0,Desktop,Boston,0,93,7,Debit Card,0
T38699,3724,4726.39,Online Purchase,0.0,Desktop,Los Angeles,4,78,13,Net Banking,1
T38700,4575,2705.68,Online Purchase,2.0,,,4,89,8,Debit Card,0
T38701,3258,4857.02,ATM Withdrawal,,Desktop,Miami,2,106,11,UPI,1
T38702,4862,,Online Purchase,12.0,Desktop,New York,4,95,8,Net Banking,0
T38703,1930,3788.18,Online Purchase,5.0,Desktop,Houston,4,66,6,Credit Card,0
T38704,4646,554.13,Bank Transfer,3.0,Mobile,Houston,4,33,7,Credit Card,0
T38705,1885,4271.13,ATM Withdrawal,5.0,Tablet,Los Angeles,1,118,14,Credit Card,0
T38706,3929,857.65,ATM Withdrawal,4.0,Mobile,Los Angeles,4,42,6,Credit Card,0
T38707,1261,348.05,Bill Payment,5.0,Desktop,Boston,4,89,4,UPI,0
T38708,3565,493.28,POS Payment,14.0,,Los Angeles,2,37,6,Credit Card,0
T38709,2271,2789.09,Online Purchase,,Mobile,Boston,1,15,13,UPI,1
T38710,4812,1462.91,Online Purchase,0.0,Tablet,Houston,3,118,7,Invalid Method,0
T38711,1797,4804.97,POS Payment,6.0,Mobile,Houston,3,105,2,Net Banking,0
T38712,2280,4264.12,POS Payment,18.0,Desktop,Houston,0,45,1,UPI,0
T38713,4134,4017.52,Online Purchase,22.0,,Miami,0,56,4,Debit Card,0
T38714,4463,4049.14,POS Payment,21.0,Tablet,New York,2,64,4,Debit Card,0
T38715,3587,4453.93,Bank Transfer,1.0,Tablet,Chicago,4,5,1,Net Banking,0
T38716,4928,4326.72,POS Payment,1.0,Mobile,Seattle,1,3,14,Net Banking,0
T38717,1416,4641.4,ATM Withdrawal,15.0,Desktop,Houston,4,19,1,Debit Card,0
T38718,3100,,Online Purchase,20.0,Desktop,New York,1,31,7,Net Banking,1
T38719,2787,1495.12,Online Purchase,18.0,Desktop,New York,4,118,1,Debit Card,0
T38720,1037,,POS Payment,3.0,Mobile,Miami,3,98,9,Credit Card,0
T38721,3355,3217.28,Bill Payment,2.0,Unknown Device,Chicago,4,61,13,UPI,0
T38722,1845,621.04,Bank Transfer,4.0,Mobile,Miami,4,33,9,Net Banking,0
T38723,4722,1059.67,ATM Withdrawal,3.0,Desktop,Boston,0,48,14,Net Banking,0
T38724,1897,3865.92,POS Payment,4.0,Tablet,Seattle,2,27,13,Debit Card,0
T38725,1052,,Bill Payment,20.0,Tablet,Los Angeles,0,9,5,Debit Card,0
T38726,1605,3256.01,POS Payment,20.0,Tablet,Seattle,4,94,1,Debit Card,0
T38727,4677,4753.44,Online Purchase,12.0,,Chicago,2,42,14,,0
T38728,1451,3339.78,ATM Withdrawal,16.0,Tablet,New York,1,20,3,Debit Card,0
T38729,1460,2156.88,POS Payment,11.0,Desktop,,0,115,5,Net Banking,0
T38730,1774,1405.26,Online Purchase,5.0,Mobile,Houston,3,55,7,Credit Card,0
T38731,4557,49997.799999999996,Bank Transfer,13.0,Desktop,,4,1,9,UPI,0
T38732,2858,1392.68,Online Purchase,5.0,Mobile,Boston,1,78,5,Credit Card,0
T38733,2160,179.77,POS Payment,6.0,Mobile,,4,29,4,UPI,0
T38734,2395,1311.56,POS Payment,7.0,Mobile,Seattle,3,12,10,Credit Card,0
T38735,4327,4177.67,Bank Transfer,19.0,Desktop,San Francisco,4,33,3,UPI,0
T38736,3442,3642.5,POS Payment,8.0,Mobile,New York,1,34,12,Credit Card,0
T38737,2060,3111.08,Bill Payment,17.0,Desktop,New York,2,20,7,UPI,0
T38738,2677,4511.52,Bank Transfer,12.0,Mobile,Los Angeles,1,21,1,Credit Card,0
T38739,4218,1324.3,ATM Withdrawal,15.0,Tablet,Boston,0,113,9,Debit Card,0
T38740,4079,2890.53,Online Purchase,23.0,Tablet,Boston,2,60,14,Net Banking,0
T38741,4322,161.48,ATM Withdrawal,16.0,Tablet,Houston,4,119,12,UPI,0
T38742,3694,4460.57,Bank Transfer,23.0,Desktop,Seattle,0,101,11,Credit Card,0
T38743,4642,2241.45,Bill Payment,12.0,Mobile,New York,0,44,9,Credit Card,0
T38744,4706,893.47,Bank Transfer,3.0,,New York,3,74,4,Credit Card,0
T38745,4518,,Bill Payment,19.0,Tablet,Houston,4,119,5,UPI,0
T38746,3310,4241.95,POS Payment,11.0,Desktop,Seattle,4,65,4,Net Banking,0
T38747,3679,548.49,Bank Transfer,20.0,Mobile,,1,47,1,Debit Card,0
T38748,4510,4626.39,ATM Withdrawal,5.0,Tablet,New York,4,109,4,Net Banking,0
T38749,2282,1870.45,Online Purchase,4.0,Tablet,Miami,2,67,12,Credit Card,1
T38750,2346,1259.17,Bank Transfer,,Mobile,Seattle,4,40,14,Debit Card,0
T38751,3577,1662.63,Online Purchase,20.0,Mobile,Miami,3,40,7,Credit Card,0
T38752,3348,2047.87,Bank Transfer,2.0,Tablet,Houston,3,35,14,Net Banking,0
T38753,2888,2742.83,Bank Transfer,,Desktop,New York,1,6,4,UPI,0
T38754,1484,2936.1,Bank Transfer,5.0,Desktop,New York,4,81,7,,0
T38755,1091,2241.86,POS Payment,16.0,Desktop,Seattle,0,44,9,Credit Card,0
T38756,2187,2234.59,ATM Withdrawal,4.0,Tablet,,2,34,10,UPI,0
T38757,4727,1430.07,POS Payment,20.0,Mobile,Los Angeles,0,84,12,Debit Card,0
T38758,2358,1922.13,ATM Withdrawal,2.0,Mobile,Miami,1,45,5,Credit Card,0
T38759,4996,2338.36,Online Purchase,11.0,Mobile,Boston,0,115,4,Credit Card,0
T38760,3362,2989.95,POS Payment,14.0,Mobile,New York,2,6,5,UPI,0
T38761,2937,657.85,Online Purchase,19.0,Mobile,Chicago,0,82,9,Credit Card,0
T38762,3992,3821.05,Bank Transfer,10.0,Desktop,Miami,0,57,13,Net Banking,0
T38763,3285,,POS Payment,12.0,Unknown Device,Miami,4,70,11,UPI,0
T38764,2709,1497.35,POS Payment,12.0,Desktop,New York,3,32,8,,0
T38765,3130,2299.42,Bank Transfer,9.0,Tablet,New York,2,10,5,Debit Card,1
T38766,3716,4734.91,Bill Payment,13.0,Desktop,San Francisco,2,29,5,Credit Card,0
T38767,2989,107.28,Online Purchase,22.0,Mobile,New York,0,47,7,UPI,0
T38768,4180,4057.7,ATM Withdrawal,14.0,Mobile,Boston,2,19,8,Net Banking,0
T38769,1177,2561.06,ATM Withdrawal,7.0,Tablet,Houston,2,21,13,Credit Card,0
T38770,1249,3095.97,ATM Withdrawal,21.0,Mobile,Boston,2,79,3,Debit Card,0
T38771,1764,3424.24,POS Payment,13.0,Tablet,Chicago,0,46,4,Credit Card,0
T38772,4638,2282.82,ATM Withdrawal,23.0,Desktop,Boston,0,51,7,Debit Card,0
T38773,3714,963.34,ATM Withdrawal,15.0,Tablet,Los Angeles,2,59,13,Net Banking,0
T38774,3950,4548.4,Bank Transfer,8.0,Desktop,Houston,0,73,9,Debit Card,0
T38775,1090,,Online Purchase,12.0,Unknown Device,Miami,2,74,9,Net Banking,0
T38776,1338,2800.15,POS Payment,8.0,Mobile,Boston,3,108,4,Debit Card,0
T38777,2661,2245.04,Bank Transfer,18.0,Desktop,Seattle,0,74,12,Credit Card,0
T38778,2872,2499.16,Bank Transfer,18.0,Desktop,San Francisco,4,21,4,Credit Card,0
T38779,1168,4118.57,POS Payment,11.0,Mobile,Boston,3,89,2,UPI,0
T38780,4210,67.45,Bank Transfer,9.0,Tablet,Boston,1,20,10,UPI,0
T38781,4588,4327.35,Bill Payment,12.0,Desktop,Boston,2,87,8,,0
T38782,3625,238.53,POS Payment,3.0,Desktop,Miami,2,39,4,,0
T38783,4694,3081.49,Online Purchase,0.0,Mobile,San Francisco,2,44,6,Credit Card,1
T38784,4255,1668.95,POS Payment,14.0,Unknown Device,San Francisco,3,104,13,Debit Card,0
T38785,1779,3392.79,Bank Transfer,1.0,Tablet,Miami,4,74,14,Debit Card,0
T38786,1169,432.29,Bank Transfer,7.0,Desktop,Los Angeles,1,84,12,Net Banking,0
T38787,3409,2783.38,Online Purchase,0.0,Desktop,Chicago,0,12,4,Credit Card,0
T38788,3291,4276.89,Online Purchase,23.0,Mobile,Seattle,0,93,8,UPI,0
T38789,4914,,Bill Payment,22.0,Desktop,Los Angeles,1,77,6,Credit Card,0
T38790,1137,426.31,POS Payment,17.0,Mobile,Boston,2,79,5,UPI,0
T38791,4099,191.71,ATM Withdrawal,12.0,Mobile,Boston,4,8,14,UPI,0
T38792,1518,3107.9,Bank Transfer,22.0,Mobile,Chicago,3,83,5,Credit Card,0
T38793,2421,352.31,ATM Withdrawal,16.0,Tablet,Miami,4,62,6,Debit Card,0
T38794,3380,361.09,Bank Transfer,6.0,Desktop,New York,2,102,10,UPI,0
T38795,4012,2130.07,Online Purchase,14.0,Desktop,Los Angeles,0,39,11,UPI,0
T38796,4388,1051.49,ATM Withdrawal,8.0,Desktop,Chicago,3,95,2,UPI,0
T38797,3610,1024.96,Bank Transfer,16.0,Desktop,San Francisco,0,98,3,Debit Card,0
T38798,3473,2407.48,POS Payment,12.0,Tablet,Miami,2,97,3,Credit Card,0
T38799,2159,1407.6,POS Payment,14.0,Desktop,Miami,4,117,5,,0
T38800,4761,49997.799999999996,POS Payment,20.0,Mobile,Chicago,2,81,2,Debit Card,0
T38801,3688,2574.5,Bank Transfer,7.0,Desktop,Houston,4,42,10,UPI,0
T38802,1708,1457.96,POS Payment,20.0,Mobile,San Francisco,4,52,13,Debit Card,0
T38803,2290,405.7,Bill Payment,6.0,Tablet,Los Angeles,0,62,1,UPI,0
T38804,3035,3415.28,Bill Payment,15.0,Unknown Device,Miami,3,41,10,Debit Card,0
T38805,1106,2930.11,Online Purchase,12.0,Mobile,San Francisco,4,105,10,UPI,0
T38806,3607,1064.53,ATM Withdrawal,12.0,Tablet,Boston,0,24,9,Net Banking,0
T38807,3185,,Bank Transfer,14.0,Desktop,,1,70,14,Credit Card,0
T38808,4982,4778.17,POS Payment,17.0,Mobile,New York,4,8,8,Debit Card,0
T38809,3662,4782.61,POS Payment,13.0,Desktop,Seattle,1,20,9,Net Banking,0
T38810,3094,2662.05,Online Purchase,16.0,Desktop,San Francisco,3,71,1,Debit Card,1
T38811,3012,494.66,Bank Transfer,14.0,Desktop,,3,74,3,Credit Card,0
T38812,2688,2293.64,Bank Transfer,,Tablet,Houston,2,50,10,Debit Card,0
T38813,3415,,POS Payment,20.0,Desktop,Los Angeles,3,99,5,Net Banking,0
T38814,1005,2078.93,Bank Transfer,16.0,Tablet,Houston,3,8,5,UPI,0
T38815,1522,4547.55,POS Payment,12.0,Mobile,Houston,3,48,14,Debit Card,0
T38816,3576,2339.88,Bill Payment,3.0,Desktop,San Francisco,0,36,5,Net Banking,0
T38817,2678,2754.68,POS Payment,2.0,Mobile,New York,1,64,9,Invalid Method,0
T38818,4343,,Online Purchase,,Tablet,Chicago,0,33,11,Credit Card,0
T38819,4895,83.18,Online Purchase,6.0,Desktop,Boston,3,98,11,,0
T38820,1065,4966.95,POS Payment,19.0,Mobile,Miami,4,35,7,Credit Card,0
T38821,3467,1694.6,Bank Transfer,11.0,Mobile,Seattle,4,28,8,UPI,0
T38822,4410,1400.35,ATM Withdrawal,8.0,Tablet,San Francisco,2,78,9,Debit Card,0
T38823,3981,2858.55,Bill Payment,14.0,Mobile,New York,3,46,9,Net Banking,0
T38824,1497,3727.87,ATM Withdrawal,21.0,Desktop,Los Angeles,1,4,14,Debit Card,0
T38825,2492,1260.78,Bill Payment,,Desktop,San Francisco,2,63,7,Credit Card,0
T38826,3378,2623.0,Bill Payment,14.0,Mobile,Seattle,0,74,1,Credit Card,0
T38827,3815,1666.51,Bank Transfer,1.0,Tablet,Miami,1,117,11,Credit Card,0
T38828,2000,2407.42,Bill Payment,20.0,Mobile,Chicago,1,15,8,Debit Card,0
T38829,2662,,Online Purchase,18.0,Mobile,Miami,0,70,5,Debit Card,0
T38830,4202,2553.04,Online Purchase,8.0,,Seattle,0,28,10,Credit Card,0
T38831,3017,241.5,Bill Payment,23.0,Tablet,Boston,4,48,5,Debit Card,0
T38832,3577,4200.79,POS Payment,2.0,Mobile,Los Angeles,4,91,13,Debit Card,0
T38833,2742,3140.16,ATM Withdrawal,15.0,Mobile,Miami,4,91,14,Net Banking,0
T38834,2624,4707.74,Bank Transfer,,Tablet,,2,75,12,Credit Card,0
T38835,4509,3000.66,Bill Payment,12.0,Desktop,Boston,1,20,11,Debit Card,0
T38836,3290,914.92,Bill Payment,18.0,Desktop,,0,44,10,Debit Card,0
T38837,4534,2422.83,Bill Payment,13.0,Unknown Device,Boston,3,94,12,UPI,0
T38838,3397,3325.15,Online Purchase,9.0,Desktop,Seattle,0,74,7,Net Banking,0
T38839,2040,1874.25,Online Purchase,,Tablet,New York,0,57,9,Debit Card,0
T38840,2489,2765.49,ATM Withdrawal,4.0,Mobile,Boston,0,27,3,Credit Card,0
T38841,3782,817.63,Bank Transfer,3.0,Tablet,,0,76,14,Debit Card,0
T38842,3929,3886.74,Bill Payment,0.0,Mobile,Miami,1,63,5,Net Banking,0
T38843,1362,4548.1,Online Purchase,23.0,Tablet,Chicago,3,39,14,UPI,0
T38844,4281,1577.81,Online Purchase,15.0,Mobile,Boston,1,67,10,UPI,0
T38845,4062,3967.69,POS Payment,12.0,Desktop,Los Angeles,4,31,5,Debit Card,0
T38846,2634,464.27,Bill Payment,6.0,Mobile,Los Angeles,2,1,7,Debit Card,0
T38847,1524,1237.29,Bill Payment,12.0,Tablet,Houston,3,118,3,Net Banking,0
T38848,1830,2312.04,Bank Transfer,20.0,Unknown Device,Chicago,1,14,2,Net Banking,0
T38849,3829,1935.1,POS Payment,20.0,Desktop,Houston,3,76,12,Net Banking,0
T38850,2722,3100.03,Bill Payment,20.0,Mobile,Houston,2,103,13,Net Banking,0
T38851,1419,2817.11,Online Purchase,13.0,Mobile,New York,3,63,8,Credit Card,0
T38852,3833,440.92,ATM Withdrawal,1.0,Tablet,Seattle,0,77,14,Credit Card,0
T38853,1132,662.81,Bank Transfer,6.0,Tablet,Seattle,0,73,9,Net Banking,0
T38854,3061,263.3,Bill Payment,8.0,Unknown Device,Los Angeles,1,92,7,Credit Card,0
T38855,4864,4763.27,Bill Payment,14.0,Desktop,Seattle,3,92,10,Debit Card,0
T38856,2067,3228.49,Online Purchase,,Tablet,San Francisco,2,118,9,Credit Card,0
T38857,2400,4278.64,ATM Withdrawal,2.0,Tablet,New York,3,29,7,UPI,0
T38858,3342,2708.61,Online Purchase,10.0,Mobile,Houston,4,80,4,UPI,0
T38859,2419,973.22,Online Purchase,,Desktop,New York,1,1,9,Net Banking,0
T38860,4175,3134.87,ATM Withdrawal,16.0,Mobile,Chicago,2,41,10,Debit Card,0
T38861,3492,2529.17,Online Purchase,2.0,Tablet,Boston,2,15,13,,0
T38862,4133,2043.92,Online Purchase,22.0,Tablet,Los Angeles,1,81,4,Credit Card,0
T38863,4636,1862.17,Online Purchase,2.0,Tablet,Boston,1,97,12,UPI,0
T38864,2844,3252.13,ATM Withdrawal,1.0,Mobile,Chicago,0,66,3,UPI,0
T38865,3459,3090.72,Online Purchase,10.0,Desktop,Chicago,1,80,12,UPI,0
T38866,1629,762.07,ATM Withdrawal,9.0,Mobile,New York,0,114,13,Net Banking,0
T38867,1320,4082.03,Bill Payment,17.0,Mobile,,3,40,2,Debit Card,0
T38868,2154,3182.28,Bill Payment,9.0,Unknown Device,Boston,1,74,12,UPI,0
T38869,2834,2681.36,Online Purchase,9.0,Tablet,Chicago,0,109,9,Debit Card,0
T38870,3865,3745.84,POS Payment,10.0,Mobile,,2,67,1,Debit Card,0
